cycle_id,avg_feed_per_day,avg_growth_feed
19940,8.82,0.04
19941,7.07,0.01
19942,6.03,0.01
19957,5.2,0.02
19958,1.6,0.03
20024,15.84,0.03
20026,10.68,0.0
20027,9.39,0.0
20075,16.98,0.03
20076,19.12,0.07
20124,5.5,0.01
20136,1.37,0.01
20149,0.04,0.0
20150,8.04,0.01
20151,7.53,0.01
20152,7.8,0.02
20164,15.58,0.03
20184,13.06,0.22
20189,5.35,0.01
20190,3.49,0.0
20192,0.41,0.0
20197,0.94,0.01
20216,15.05,0.08
20246,14.57,0.08
20259,16.2,0.06
20269,10.24,0.06
20288,0.09,0.0
20293,0.08,0.0
20294,16.16,0.03
20343,11.85,0.02
20351,7.21,0.1
20380,0.07,0.0
20384,0.07,0.0
20390,16.19,0.02
20401,13.36,0.02
20404,41.94,0.24
20405,36.7,0.46
20407,54.57,0.5
20408,41.96,0.35
20409,60.0,0.58
20410,42.26,0.37
20429,13.69,0.04
20438,13.77,0.02
20510,12.94,0.02
20521,12.79,0.02
20526,10.16,0.09
20529,0.12,0.0
20530,0.13,0.0
20531,0.37,0.0
20550,13.34,0.01
20585,30.04,0.11
20586,24.89,0.28
20600,11.92,0.01
20610,9.65,0.02
20614,10.05,0.02
20615,9.06,0.03
20616,8.82,0.03
20617,3.67,0.0
20618,3.52,0.0
20619,3.15,0.0
20620,3.12,0.0
20640,6.54,0.13
20641,6.29,0.13
20658,17.09,0.01
20659,17.62,0.01
20660,16.65,0.01
20661,17.97,0.01
20662,17.93,0.01
20663,14.62,0.01
20664,16.54,0.01
20665,14.96,0.03
20666,14.65,0.01
20667,17.13,0.01
20668,15.53,0.01
20669,15.49,0.0
20671,16.0,0.01
20672,16.55,0.01
20714,7.85,0.0
20739,1.25,0.0
20741,1.24,0.0
20742,2.18,0.0
20750,9.35,0.0
20751,2.65,0.0
20752,2.42,0.02
20753,3.99,0.03
20754,0.72,0.01
20756,2.1,0.02
20758,1.61,0.01
20759,2.08,-0.01
20762,6.31,0.0
20763,3.6,0.03
20764,6.49,0.0
20765,5.68,0.02
20770,2.61,0.02
20771,1.64,0.01
20798,0.99,0.01
20800,2.53,0.0
20818,13.67,0.02
20834,2.11,0.01
20835,0.66,0.0
20836,7.94,0.04
20837,6.28,0.02
20841,4.59,0.0
20845,1.13,0.01
20846,7.26,0.04
20847,5.32,0.02
20848,11.07,0.03
20849,9.43,0.07
20850,1.33,0.01
20857,13.98,0.02
20886,1.79,0.02
20887,3.23,0.01
20890,1.59,0.0
20892,1.41,0.01
20898,1.67,0.0
20936,14.42,0.02
20940,2.31,0.01
20941,1.95,0.07
20943,1.21,0.01
20944,1.56,0.0
20948,0.77,0.0
20949,1.64,0.0
20953,3.96,0.0
20954,23.17,0.32
20956,3.47,0.0
20970,2.11,0.0
20971,2.04,0.0
20973,36.47,1.0
20974,19.74,0.28
20975,17.99,0.27
20976,21.79,0.18
20977,26.39,0.16
20978,23.37,0.04
20979,19.79,0.02
20980,30.35,0.33
20981,30.79,0.0
20982,15.54,0.19
20988,7.59,0.02
20989,5.83,-0.01
20990,7.06,-0.01
20991,23.7,0.22
20992,41.51,0.42
21019,20.48,0.09
21020,37.97,0.12
21022,8.85,0.05
21023,7.11,0.02
21024,2.11,0.0
21025,5.42,0.06
21026,0.53,0.0
21079,19.53,0.04
21089,2.54,0.01
21099,15.63,0.26
21127,23.16,0.35
21167,49.41,0.16
21181,1.77,0.01
21182,1.02,0.01
21196,4.68,0.03
21197,4.74,0.03
21203,0.96,0.0
21269,84.1,1.66
21271,79.5,1.66
21273,72.27,0.77
21280,113.59,0.25
21281,86.48,0.09
21346,1.64,0.02
21347,4.93,0.05
21349,2.03,0.02
21350,1.54,0.06
21360,1.77,0.02
21366,3.84,0.02
21382,91.41,0.04
21413,4.53,0.12
21461,23.54,0.08
21485,32.36,0.08
21595,4.85,0.0
21596,13.91,0.11
21597,13.07,0.02
21598,23.25,0.07
21599,6.01,0.01
21600,5.58,0.01
21601,5.98,0.01
21602,5.39,0.01
21659,4.12,0.02
21660,3.38,0.02
21661,0.12,0.0
21662,0.12,0.0
21663,0.36,0.0
21680,22.88,0.1
21681,14.18,0.08
21684,6.05,0.1
21686,28.54,0.43
21687,7.85,0.17
21688,10.83,0.21
21695,56.23,0.43
21696,6.69,0.05
21697,11.61,0.1
21698,41.31,0.34
21699,34.16,0.2
21700,19.95,-0.02
21701,15.02,-0.02
21716,5.73,0.01
21728,5.78,0.0
21731,2.04,0.01
21732,3.55,0.02
21831,5.37,0.0
21834,3.59,0.0
21866,5.01,0.01
21882,29.04,0.12
21892,4.18,0.06
21907,5.14,0.03
21908,5.06,-0.01
21931,44.45,0.15
21939,15.3,0.04
21940,26.76,0.02
21944,155.9,1.52
21945,72.42,1.56
21965,47.89,-0.45
21966,24.5,0.03
21967,47.5,-0.14
21968,103.93,2.68
21970,41.63,0.39
21971,22.52,0.16
21983,23.03,0.18
21988,28.67,0.15
21995,115.99,1.17
21997,106.86,-0.01
21998,90.34,0.06
22004,230.82,1.55
22005,76.4,3.33
22007,194.35,0.33
22010,95.18,1.27
22023,4.14,0.01
22034,2.88,0.05
22035,4.11,0.01
22068,2.71,0.0
22116,0.86,0.01
22117,0.35,0.0
22118,2.02,0.0
22119,1.51,0.01
22124,7.32,0.0
22130,17.66,0.37
22132,9.07,0.48
22133,7.66,0.02
22134,7.79,0.02
22135,5.59,0.0
22173,4.6,0.02
22174,3.25,0.02
22182,2.11,0.0
22183,4.98,0.0
22184,4.94,0.08
22185,7.28,0.02
22235,3.52,0.0
22236,3.67,0.0
22237,3.89,0.01
22261,13.22,-0.03
22262,25.22,1.03
22263,14.04,0.24
22264,21.1,1.14
22265,47.35,1.22
22266,19.26,-0.01
22267,37.66,0.36
22268,12.58,-0.02
22269,18.8,0.91
22273,0.63,0.01
22304,4.81,0.0
22305,3.07,0.0
22306,3.44,0.07
22307,2.08,0.04
22318,3.11,0.01
22325,0.55,0.0
22329,2.24,0.0
22330,1.89,0.02
22353,36.46,0.66
22354,115.73,0.57
22355,86.69,2.37
22369,3.03,0.0
22445,2.86,0.06
22446,4.58,0.02
22447,200.0,4.06
22448,1.96,0.01
22452,22.52,0.05
22453,32.01,1.08
22456,291.6,0.05
22461,18.18,0.05
22479,4.22,0.0
22500,15.25,0.03
22508,16.01,0.05
22510,11.34,0.03
22522,6.43,0.02
22526,6.01,0.16
22532,6.76,0.02
22533,9.17,0.05
22534,4.55,0.01
22535,6.33,0.03
22536,7.2,0.03
22582,201.67,0.36
22588,10.53,0.15
22589,10.93,0.09
22590,85.65,1.32
22595,26.45,0.29
22612,1.0,0.0
22613,0.76,0.01
22623,39.64,0.47
22626,47.02,0.24
22636,66.87,0.35
22650,1.82,0.02
22651,3.93,0.01
22657,9.76,0.11
22688,3.19,0.01
22689,3.85,0.01
22690,2.69,0.03
22702,5.53,0.0
22780,7.07,0.01
22802,22.36,0.27
22813,31.18,0.09
22815,14.1,0.35
22845,3.68,0.06
22893,2.83,0.02
22894,20.53,0.08
22895,13.76,0.07
22896,22.19,0.39
22898,20.93,0.11
22899,24.87,0.08
22900,19.94,0.08
22901,22.71,0.08
22908,3.19,0.02
22960,2.03,0.01
22961,3.81,0.01
22962,4.11,0.01
22963,2.75,0.02
22964,2.57,0.01
22965,3.21,0.01
22990,9.35,0.12
23025,5.14,0.01
23028,8.14,0.19
23068,99.58,5.45
23069,73.97,2.17
23106,34.79,0.03
23108,56.04,0.47
23109,53.01,0.42
23110,44.29,0.11
23111,26.21,0.28
23120,6.8,0.0
23121,5.43,0.0
23122,5.64,0.0
23123,3.49,0.03
23124,12.89,0.03
23125,12.24,0.02
23127,13.92,0.01
23128,13.64,0.02
23132,18.67,0.02
23133,4.55,0.15
23134,18.86,0.03
23185,1.63,0.02
23191,16.85,0.02
23194,26.34,0.45
23208,29.59,0.24
23209,29.96,0.24
23211,25.81,0.04
23212,29.53,0.24
23213,30.59,0.14
23214,31.37,0.24
23215,34.74,0.24
23247,3.49,0.02
23260,16.9,1.52
23297,23.31,0.44
23298,15.18,0.19
23316,40.95,0.33
23317,13.89,0.14
23318,15.48,0.07
23326,15.36,0.02
23327,15.36,0.02
23328,15.37,0.02
23329,16.71,0.02
23330,16.7,0.03
23331,15.56,0.02
23340,0.16,0.0
23341,0.17,0.0
23342,0.45,0.0
23359,37.4,0.34
23360,16.35,0.04
23361,55.9,-0.02
23362,23.16,0.19
23371,30.4,0.06
23377,2.14,0.02
23378,2.17,0.08
23379,11.9,0.04
23380,7.12,0.03
23381,14.92,0.03
23382,14.71,0.04
23435,14.58,0.04
23450,23.24,0.48
23451,14.28,0.34
23455,14.29,0.29
23529,26.01,-0.03
23530,26.27,0.17
23531,21.45,0.03
23532,17.8,0.21
23561,3.23,0.01
23633,14.42,0.02
23634,14.95,0.03
23654,7.81,0.07
23673,15.8,0.08
23685,14.0,0.03
23686,12.83,0.01
23699,13.89,0.03
23701,16.86,0.08
23702,15.68,0.03
23703,14.81,0.03
23704,14.6,0.04
23705,13.54,0.04
23706,12.05,0.04
23707,13.54,0.04
23708,13.13,0.03
23709,11.96,0.03
23710,13.25,0.02
23711,11.11,0.03
23732,22.46,0.0
23733,15.35,0.1
23734,17.4,0.0
23735,16.8,0.02
23736,15.24,0.1
23737,19.95,0.04
23738,18.58,0.08
23739,9.79,0.11
23740,19.36,0.08
23741,16.4,0.19
23742,17.43,0.18
23817,40.5,0.94
23823,14.14,0.01
23824,9.49,0.02
23826,13.25,0.0
23839,10.33,0.12
23840,10.87,0.18
23841,11.34,0.09
23842,12.1,0.09
23843,11.72,0.09
23844,12.79,0.09
23845,5.47,0.08
23846,13.13,0.09
23847,12.84,0.09
23848,12.77,0.09
23849,11.14,0.04
23850,15.94,0.08
23884,5.01,0.05
23889,8.0,0.07
23913,0.12,0.0
23941,0.1,0.0
23945,15.04,0.01
23976,18.45,0.04
23977,18.45,0.04
23978,18.44,0.02
23979,7.83,0.01
23980,10.58,0.02
23991,24.75,0.11
24000,3.51,0.0
24003,2.12,0.01
24006,0.12,0.0
24007,0.14,0.01
24032,133.91,3.15
24039,12.36,-0.01
24040,12.05,-0.01
24041,12.91,-0.01
24042,17.19,0.05
24043,13.34,0.04
24044,13.13,0.01
24045,12.32,0.01
24046,16.14,0.02
24047,13.42,0.03
24049,16.31,0.05
24050,11.74,0.01
24051,16.65,0.05
24052,15.28,0.06
24053,13.76,0.02
24054,17.08,0.04
24071,23.98,0.12
24086,66.15,1.38
24087,64.34,1.15
24088,56.55,0.94
24089,50.15,1.21
24090,49.33,1.25
24091,58.55,1.6
24092,56.14,1.17
24093,61.7,1.02
24102,0.42,0.0
24103,0.49,0.0
24104,0.49,0.0
24105,0.49,0.0
24114,0.18,0.0
24153,14.67,0.15
24154,6.04,0.01
24155,5.61,0.01
24165,0.17,0.0
24166,0.15,0.0
24168,134.33,1.43
24169,28.51,1.04
24175,43.21,1.39
24178,39.64,1.0
24182,18.93,0.5
24190,10.47,0.03
24191,3.2,0.0
24193,1.96,0.0
24204,31.48,0.11
24205,24.83,0.45
24206,35.38,0.39
24207,24.48,0.41
24218,18.7,0.08
24223,1.96,0.01
24235,3.38,0.07
24240,29.05,1.52
24257,13.7,0.03
24261,12.71,0.0
24272,14.26,0.08
24300,14.24,0.01
24301,12.87,0.01
24303,8.77,0.02
24304,13.43,0.01
24305,11.05,0.03
24307,15.13,0.02
24308,15.94,0.02
24317,38.4,0.01
24321,118.97,1.85
24331,133.5,-6.79
24384,4.39,0.24
24394,2.59,0.01
24395,62.72,0.55
24396,30.68,0.03
24403,40.21,0.61
24409,3.12,0.07
24411,2.12,0.06
24420,125.58,2.79
24435,6.96,0.36
24444,28.15,0.12
24445,90.94,2.31
24446,1.73,0.02
24458,129.55,2.52
24475,3.67,0.08
24476,5.18,0.04
24477,4.46,0.03
24478,2.03,0.02
24480,1.44,0.0
24505,3.11,0.05
24506,48.99,0.32
24507,50.81,0.32
24508,4.33,0.0
24509,4.46,0.0
24517,14.27,0.02
24518,13.71,0.02
24519,14.82,0.02
24520,14.89,0.02
24521,14.45,0.02
24522,14.72,0.02
24538,3.46,0.05
24541,18.44,0.04
24542,19.36,0.04
24543,12.03,0.03
24544,14.15,0.03
24545,13.12,0.07
24546,9.38,0.05
24561,21.27,0.48
24569,21.24,0.23
24570,22.59,0.08
24571,23.37,-0.01
24572,34.04,0.57
24573,9.56,-0.01
24574,22.01,-0.01
24575,44.39,0.65
24609,4.33,0.07
24622,1.56,0.06
24623,99.31,2.14
24632,51.68,2.36
24649,2.42,0.0
24650,5.09,0.25
24652,5.99,0.0
24666,0.23,0.0
24670,0.33,0.0
24671,0.35,0.0
24672,0.31,0.0
24673,0.37,0.0
24674,0.33,0.0
24685,5.49,0.01
24686,5.15,0.0
24688,14.32,0.04
24689,15.16,0.01
24690,14.09,0.01
24691,15.18,0.01
24692,13.52,0.02
24693,10.75,0.01
24694,12.89,0.01
24695,11.95,0.02
24701,0.14,0.0
24702,0.14,0.0
24703,0.2,0.0
24705,0.12,0.0
24738,14.06,0.02
24739,15.03,0.02
24740,14.61,0.02
24741,14.23,0.02
24742,14.54,0.02
24743,14.07,0.02
24761,12.32,0.01
24762,15.26,0.07
24763,12.69,0.01
24764,14.6,0.03
24765,9.31,0.0
24766,12.74,0.02
24767,8.16,0.03
24768,5.56,0.0
24769,8.86,0.03
24770,8.3,0.03
24771,7.8,0.0
24772,9.34,0.01
24773,8.22,0.01
24774,9.98,0.01
24775,8.57,0.01
24776,8.84,0.01
24777,10.42,0.04
24778,9.22,0.02
24804,29.04,0.83
24808,0.61,0.0
24814,15.31,-0.01
24815,14.52,-0.02
24819,24.86,0.13
24834,68.2,1.62
24836,53.56,0.01
24846,11.94,0.18
24849,71.81,2.24
24881,13.29,0.02
24882,13.03,0.02
24883,13.3,0.02
24884,12.76,0.02
24885,13.11,0.02
24886,6.74,0.0
24888,6.69,0.02
24889,18.56,0.06
24890,13.12,0.24
24891,14.39,0.13
24892,20.86,0.36
24893,14.81,0.38
24894,20.76,0.36
24895,24.15,0.33
24946,2.72,0.01
24948,3.69,0.01
24949,3.59,0.0
24950,3.0,0.0
24952,80.24,1.57
24965,4.49,0.05
24966,4.62,0.06
24970,12.42,0.02
24971,12.08,0.02
24972,12.19,0.02
24977,2.52,0.0
24980,4.14,0.0
24987,62.22,1.45
24994,3.16,0.03
25019,9.51,0.01
25020,9.69,0.01
25021,10.4,0.02
25022,9.56,0.02
25023,8.1,0.03
25024,9.13,0.02
25025,10.46,0.04
25049,11.23,0.01
25050,10.72,0.0
25051,10.29,0.0
25052,13.55,0.02
25053,14.91,0.04
25054,8.85,0.03
25072,2.19,0.01
25073,3.79,0.02
25074,10.34,0.08
25077,21.3,-0.03
25078,14.9,0.62
25079,14.1,-0.03
25080,12.62,-0.04
25081,13.12,-0.06
25087,160.3,4.18
25088,2.98,0.02
25090,149.4,5.04
25091,152.98,1.96
25108,51.07,2.56
25130,28.54,0.11
25131,24.93,0.06
25132,22.39,0.05
25133,22.62,0.05
25134,29.45,0.11
25135,18.43,0.06
25136,22.84,0.06
25137,21.95,0.05
25138,23.8,0.06
25139,24.5,0.05
25140,29.28,0.04
25141,28.94,0.04
25142,28.79,0.04
25143,27.6,0.05
25144,28.49,0.05
25145,22.68,0.06
25146,27.97,0.05
25148,26.18,0.05
25149,27.79,0.11
25150,28.69,0.11
25152,5.8,0.01
25181,8.14,0.05
25182,7.88,0.06
25183,5.44,0.05
25187,6.38,0.0
25189,8.31,0.09
25204,1.82,0.07
25205,2.12,0.09
25214,8.48,0.18
25217,5.32,-0.01
25256,11.53,0.03
25258,5.82,0.0
25273,6.3,0.27
25274,5.0,0.06
25307,19.32,0.35
25308,20.73,0.37
25309,19.08,0.27
25310,19.15,0.3
25311,17.52,0.36
25312,19.46,0.41
25313,18.58,0.33
25314,17.35,0.27
25315,2.03,0.0
25316,22.75,0.12
25333,30.03,0.14
25334,43.51,0.14
25336,46.06,0.86
25338,48.29,0.52
25339,2.66,0.02
25353,31.95,0.38
25360,7.73,0.02
25361,6.75,0.01
25362,6.99,0.01
25375,0.89,0.0
25376,0.87,0.0
25378,0.82,0.0
25379,0.8,0.0
25381,4.15,0.02
25383,0.08,0.0
25384,0.07,0.0
25386,0.07,0.0
25387,0.07,0.0
25388,98.9,5.86
25389,0.07,0.0
25391,4.52,0.01
25394,0.06,0.0
25395,0.15,0.0
25411,16.74,0.05
25412,30.3,1.88
25419,16.48,0.15
25440,2.83,0.04
25441,3.47,0.03
25442,2.64,0.01
25443,2.78,0.01
25444,3.21,0.01
25445,1.18,0.0
25546,5.89,0.02
25547,1.85,0.01
25551,3.83,0.03
25552,2.69,0.01
25553,2.07,0.02
25567,4.35,0.0
25577,1.58,0.01
25578,1.48,0.01
25579,1.1,0.01
25580,1.04,0.0
25581,1.83,0.02
25582,1.67,-0.01
25584,5.64,0.02
25585,1.96,0.04
25586,2.03,0.03
25599,0.07,0.0
25601,0.1,0.0
25602,0.06,0.0
25603,0.13,0.0
25613,5.18,0.2
25617,18.16,0.21
25619,21.37,0.2
25620,25.83,0.31
25621,22.58,0.15
25622,21.76,0.26
25637,0.07,0.0
25649,3.55,0.0
25692,0.35,0.0
25693,0.19,0.0
25694,0.23,0.0
25706,6.3,0.0
25707,6.68,0.0
25708,6.91,0.0
25881,4.63,0.01
25890,11.35,0.05
25895,8.32,0.11
25896,21.34,0.46
25897,26.49,0.27
25898,26.81,0.35
25901,26.76,-0.03
25920,15.15,0.01
25945,77.59,0.99
25967,14.69,0.02
25968,10.42,0.04
25976,2.68,0.03
25977,2.37,0.02
25999,3.27,0.01
26008,12.88,0.08
26048,1.51,0.01
26049,1.34,0.0
26050,1.79,0.04
26051,4.92,0.04
26052,2.61,0.05
26053,3.07,0.03
26056,2.82,0.0
26057,12.47,0.02
26058,14.72,0.02
26059,3.86,0.0
26060,11.12,0.01
26061,8.09,0.01
26062,11.87,0.01
26093,5.43,0.01
26110,13.45,-0.02
26153,45.4,2.53
26165,5.17,0.23
26166,3.32,0.23
26175,3.47,0.02
26176,1.78,0.0
26177,6.3,0.38
26178,13.16,0.09
26180,8.96,0.0
26215,3.37,0.0
26216,3.89,0.0
26218,3.11,0.01
26219,3.09,0.01
26220,2.95,0.01
26221,2.9,0.01
26238,26.08,0.05
26239,28.3,0.06
26240,25.52,0.07
26241,27.27,0.06
26242,27.2,0.06
26243,24.87,0.06
26244,24.99,0.06
26245,24.21,0.06
26246,26.16,0.05
26247,24.66,0.07
26248,24.18,0.06
26249,21.45,0.06
26250,26.41,0.05
26251,25.66,0.05
26252,26.22,0.05
26253,19.76,0.06
26254,15.3,0.02
26255,15.5,0.04
26256,22.04,0.06
26257,15.1,0.07
26258,27.28,0.05
26422,20.96,0.6
26436,20.96,0.6
26438,20.96,0.6
26440,19.39,0.26
26445,17.17,0.05
26446,18.07,0.05
26447,16.01,0.05
26448,17.33,0.05
26449,17.39,0.01
26450,17.58,0.05
26475,11.4,0.15
26476,14.87,0.18
26477,15.22,0.18
26479,14.14,0.06
26480,14.11,0.06
26481,13.85,0.18
26482,7.38,0.09
26483,8.06,0.12
26491,17.07,0.05
26509,4.78,0.07
26510,15.57,0.04
26511,15.33,0.04
26512,15.31,0.02
26513,14.76,0.03
26514,15.99,0.04
26515,17.8,0.15
26516,14.1,0.11
26551,2.2,0.0
26552,1.88,0.02
26560,5.61,0.03
26561,5.59,0.03
26567,12.57,0.04
26568,9.69,0.11
26569,10.75,0.1
26570,24.66,0.46
26571,12.48,0.04
26574,14.89,0.2
26580,78.74,1.35
26598,26.16,0.42
26599,18.13,0.1
26653,30.9,1.9
26682,24.4,-0.03
26683,23.84,-0.03
26684,25.54,-0.03
26687,4.12,0.03
26690,5.74,0.06
26775,2.48,0.02
26798,3.02,-0.01
26808,14.3,0.01
26809,5.68,0.0
26818,4.74,0.03
26845,2.02,0.05
26859,10.6,0.01
26894,8.61,0.12
26913,40.97,1.17
26914,38.95,1.11
26945,1.93,0.02
26981,2.88,0.0
27000,7.46,0.03
27003,6.99,-0.01
27010,0.71,0.01
27011,2.64,0.03
27013,1.58,0.02
27014,71.0,0.49
27016,59.07,0.61
27018,74.81,1.28
27019,11.64,-0.01
27020,5.61,-0.01
27023,2.83,0.02
27036,15.49,0.06
27045,70.15,1.66
27048,94.21,10.28
27082,3.78,0.01
27083,3.18,0.0
27084,3.85,0.01
27085,2.72,0.0
27086,343.68,0.05
27087,342.69,0.21
27088,343.34,0.17
27089,353.83,0.17
27090,351.13,0.17
27091,353.94,0.17
27092,349.99,-0.17
27093,360.76,-0.17
27094,364.06,-0.17
27095,361.3,-0.01
27096,111.13,0.05
27098,532.3,-0.07
27099,527.71,-0.04
27100,529.85,-0.06
27101,519.23,-0.03
27102,523.56,-0.04
27103,516.43,-0.03
27104,496.08,-0.02
27105,510.21,-0.03
27106,506.09,-0.03
27107,499.79,0.04
27108,497.42,0.04
27109,497.25,0.04
27146,10.75,0.02
27147,17.28,0.07
27148,7.08,0.0
27149,7.69,0.01
27150,8.19,0.02
27151,10.33,0.02
27152,9.76,0.01
27153,9.07,0.01
27164,46.19,1.14
27165,46.98,1.26
27166,21.95,0.62
27167,23.49,0.38
27168,21.99,0.38
27169,17.34,0.5
27170,22.52,0.69
27171,22.69,0.77
27172,21.32,0.21
27173,22.72,0.07
27184,6.9,0.01
27185,8.2,0.02
27186,4.54,0.01
27187,5.81,0.01
27188,4.82,0.01
27189,8.45,0.02
27190,8.9,0.03
27205,5.87,0.01
27227,6.69,0.3
27228,6.84,0.3
27242,84.65,2.02
27254,1.31,0.04
27255,1.67,0.01
27271,1.86,0.01
27282,1.1,0.01
27283,1.17,0.0
27284,1.19,0.01
27285,1.23,0.02
27294,57.25,0.68
27295,58.93,0.74
27296,56.87,0.68
27297,58.53,0.67
27298,57.63,0.43
27299,59.6,0.45
27300,62.52,0.47
27301,61.87,0.39
27302,61.79,0.26
27303,62.49,0.77
27304,60.45,0.83
27305,65.4,0.87
27325,6.11,0.11
27326,5.89,0.02
27327,15.3,0.35
27328,5.16,0.23
27330,93.8,2.21
27381,0.0,0.0
27384,3.33,0.02
27386,0.0,0.0
27387,2.05,0.03
27413,17.07,0.01
27414,17.08,0.05
27415,16.82,0.01
27416,16.92,0.03
27428,52.9,1.86
27440,0.94,-0.01
27455,3.35,0.01
27461,26.44,0.36
27486,44.11,1.4
27512,16.29,0.25
27544,4.89,0.1
27549,2.86,0.0
27550,2.68,0.0
27551,2.56,0.01
27552,4.84,0.01
27553,3.21,0.0
27555,22.97,0.34
27556,68.51,0.14
27557,6.8,0.12
27558,8.12,0.08
27559,6.79,0.02
27560,7.6,0.04
27563,1.94,0.01
27579,15.05,0.11
27582,7.3,0.01
27583,7.87,0.01
27584,7.88,0.01
27604,2.45,0.02
27605,5.53,0.1
27609,2.38,0.02
27611,2.42,0.02
27612,0.0,0.0
27650,3.66,0.02
27655,35.34,1.2
27656,18.19,0.0
27657,18.09,0.01
27670,3.46,0.02
27672,3.16,0.0
27688,4.79,0.03
27689,5.93,0.04
27690,3.19,0.18
27691,3.6,0.0
27692,2.01,0.01
27694,15.37,0.03
27695,11.15,0.01
27696,14.46,0.03
27697,15.45,0.03
27698,15.39,0.04
27699,14.02,0.05
27700,10.65,0.14
27701,10.6,0.13
27702,9.16,0.01
27703,15.47,0.06
27704,16.86,0.04
27705,15.65,0.19
27706,13.1,0.05
27707,17.4,0.03
27708,15.84,0.03
27720,5.25,0.03
27728,4.07,0.0
27729,5.42,0.01
27730,4.6,0.21
27748,9.12,0.0
27754,89.77,0.81
27755,84.11,0.82
27756,89.78,0.88
27757,104.63,1.09
27758,102.63,0.55
27760,76.68,0.22
27762,7.06,0.13
27763,94.42,2.74
27764,68.37,0.61
27766,24.64,0.51
27767,49.97,0.84
27773,9.61,0.16
27797,9.74,0.13
27799,8.0,0.07
27804,16.48,0.43
27880,22.73,0.18
27881,37.52,0.58
27882,50.95,0.21
27885,2.32,0.02
27886,22.37,0.28
27888,4.16,0.19
27891,6.48,0.09
27892,27.36,0.28
27893,37.37,0.18
27901,1.7,0.01
27902,2.74,0.03
27903,2.9,0.0
27904,0.45,0.01
27905,0.04,0.01
27906,2.48,0.0
27959,5.67,0.01
27960,5.58,0.03
27964,1.91,0.02
27972,0.11,0.0
27974,13.97,0.0
27975,13.61,0.01
27976,14.42,0.12
27977,11.4,0.32
27978,0.4,0.01
27998,0.21,0.0
28010,0.43,0.0
28035,8.64,0.0
28038,8.07,0.0
28054,0.95,0.0
28055,7.24,0.06
28063,7.22,0.01
28064,8.51,0.02
28065,8.42,0.03
28066,7.4,0.02
28067,7.72,0.02
28068,8.21,0.02
28069,8.34,0.02
28070,9.72,0.03
28071,9.82,0.03
28072,9.45,0.02
28073,9.62,0.07
28074,9.71,0.03
28075,9.89,0.05
28076,9.42,0.03
28211,0.48,0.0
28280,31.17,0.52
28281,44.05,0.99
28285,1.01,0.0
28289,6.11,0.28
28292,7.22,0.08
28304,0.71,0.0
28305,0.88,0.0
28306,0.86,0.0
28313,7.73,0.07
28314,4.42,0.1
28315,3.08,0.06
28318,4.21,0.11
28395,0.79,0.0
28396,194.55,5.24
28408,0.77,0.0
28454,1.09,0.02
28476,3.42,0.01
28477,5.07,0.01
28492,3.12,0.01
28493,3.38,0.02
28500,4.96,0.0
28521,2.6,0.03
28528,10.08,0.09
28601,2.57,0.03
28602,2.59,0.03
28603,4.11,0.22
28604,3.93,0.06
28605,0.52,0.01
28606,4.93,0.08
28607,20.18,0.3
28608,21.76,0.31
28609,8.08,0.1
28611,6.45,0.28
28612,2.53,0.17
28656,2.67,0.06
28657,2.91,0.04
28718,13.29,0.31
28719,4.62,0.03
28721,3.47,0.0
28723,29.94,1.48
28724,22.46,0.2
28726,21.61,0.41
28766,7.46,0.08
28778,1.07,0.0
28791,1.55,0.01
28792,1.79,0.01
28793,7.57,0.0
28808,100.75,0.08
28834,42.01,0.21
28835,39.0,0.01
28843,0.13,0.0
28844,0.13,0.0
28845,0.29,0.0
28852,9.09,0.03
28869,6.4,0.0
28881,0.5,0.02
28922,3.21,0.07
28929,0.86,0.01
28943,11.24,0.11
28946,0.91,0.0
28947,1.26,0.0
29099,75.2,0.08
29100,74.48,0.02
29101,73.77,0.0
29102,73.65,0.34
29103,73.77,0.35
29104,73.77,0.0
29105,59.27,0.14
29107,65.16,0.0
29108,65.98,0.02
29109,66.43,0.08
29110,65.2,0.14
29111,1.49,0.03
29124,1.08,0.0
29130,0.01,0.0
29132,0.89,0.01
29212,7.05,0.03
29213,4.31,0.0
29215,7.08,0.01
29216,3.65,0.0
29221,7.49,0.33
29223,3.25,0.04
29244,17.65,0.27
29263,8.53,0.04
29264,1.06,0.01
29265,13.38,0.05
29311,7.04,0.08
29358,3.24,0.01
29393,10.92,0.22
29438,3.43,0.14
29450,30.56,1.23
29451,5.21,-0.01
29452,4.99,0.02
29513,2.94,0.0
29518,7.46,0.0
29557,1.71,0.06
29579,1.93,0.01
29597,12.56,0.07
29619,4.88,0.02
29659,0.39,0.04
29679,2.16,0.0
29873,12.85,0.04
29874,8.11,0.02
